"Gene","Mutation_Type","Count"
"ARTN","Missense_Mutation",8
"ASH1L","Missense_Mutation",8
"ASNS","Missense_Mutation",8
"ASPDH","Missense_Mutation",8
"ASPN","In_Frame_Del",4
"ASPN","In_Frame_Ins",4
"ATP11C","Missense_Mutation",8
"ATP4A","Missense_Mutation",8
"ATP6V0A4","Missense_Mutation",8
"ATRAID","Missense_Mutation",8
"ATRNL1","Missense_Mutation",8
"AVIL","Missense_Mutation",8
"B3GALT5","Missense_Mutation",8
"B3GNT8","Missense_Mutation",8
"BAG1","Missense_Mutation",8
"BCL2L15","Missense_Mutation",8
"BCL2L2","Missense_Mutation",8
"BCL6B","In_Frame_Ins",8
"BCR","Missense_Mutation",8
"BICC1","Missense_Mutation",8
"BIRC5","Missense_Mutation",8
"BMP2","Missense_Mutation",8
"BNIP5","Missense_Mutation",8
"BRWD3","Missense_Mutation",8
"C11orf42","Missense_Mutation",8
"C11orf68","Missense_Mutation",8
"C1orf105","Missense_Mutation",8
"C1orf116","Missense_Mutation",8
"C1orf141","Missense_Mutation",8
"C1orf174","Missense_Mutation",8
"C3orf52","Missense_Mutation",8
"C5","Missense_Mutation",8
"C6orf141","Missense_Mutation",8
"CACHD1","Missense_Mutation",8
"CBR4","Missense_Mutation",8
"CCDC184","Missense_Mutation",8
"CCDC90B","Missense_Mutation",8
"CCL22","Missense_Mutation",8
"CCN2","Missense_Mutation",8
"CCNA2","Missense_Mutation",8
"CCT8L2","Missense_Mutation",8
"CELA3B","Missense_Mutation",8
"CERS5","Missense_Mutation",8
"CFAP184","Missense_Mutation",8
"CFAP36","Missense_Mutation",8
"CFAP91","Missense_Mutation",8
"CFI","Missense_Mutation",8
"CHEK1","Missense_Mutation",8
"CHSY3","Missense_Mutation",8
"CIB3","Missense_Mutation",8
"CKAP2","Missense_Mutation",8
"CLCN6","Missense_Mutation",8
"CLEC1A","Missense_Mutation",8
"CLIP2","Missense_Mutation",8
"CLSTN2","Missense_Mutation",8
"CLYBL","Missense_Mutation",8
"COG4","Missense_Mutation",8
"COPRS","Missense_Mutation",8
"CRAT","Missense_Mutation",8
"CRELD1","Missense_Mutation",8
"CSGALNACT1","Missense_Mutation",8
"CTDP1","Missense_Mutation",8
"CTNS","Missense_Mutation",8
"CTSW","Missense_Mutation",8
"CUL7","Missense_Mutation",8
"CYC1","Missense_Mutation",8
"DAG1","Missense_Mutation",8
"DBNDD2","Missense_Mutation",8
"DCAF11","Missense_Mutation",8
"DDX28","Missense_Mutation",8
"DDX31","Missense_Mutation",8
"DEF6","Missense_Mutation",8
"DIPK1B","Missense_Mutation",8
"DNTT","Missense_Mutation",8
"DPM2","Missense_Mutation",8
"DSCC1","Missense_Mutation",8
"DSTYK","Missense_Mutation",8
"DYNC2I2","Missense_Mutation",8
"EARS2","Missense_Mutation",8
"ECEL1","Missense_Mutation",8
"ECM2","Missense_Mutation",8
"EDARADD","Missense_Mutation",8
"EFEMP2","Missense_Mutation",8
"EIF5B","Missense_Mutation",8
"ENTPD8","Missense_Mutation",8
"EXD1","Missense_Mutation",8
"EXOSC5","Missense_Mutation",8
"F12","Missense_Mutation",8
"F2RL1","Missense_Mutation",8
"FABP2","Missense_Mutation",8
"FAM110C","Missense_Mutation",8
"FAM151B","Missense_Mutation",8
"FAM180B","Missense_Mutation",8
"FAM193B","Missense_Mutation",8
"FAM241A","Missense_Mutation",8
"FAM86FP","Splice_Site",8
"FARSB","Missense_Mutation",8
"FBP1","Missense_Mutation",8
"FBXO47","Missense_Mutation",8
"FCRLA","Missense_Mutation",8
"FDXR","Missense_Mutation",8
"FIGNL2","Missense_Mutation",8
"FIZ1","Missense_Mutation",8
"FMNL2","In_Frame_Ins",8
"FNDC8","Missense_Mutation",8
"FOXE1","In_Frame_Del",7
"FOXE1","In_Frame_Ins",1
"FOXR2","Missense_Mutation",8
"FYTTD1","Missense_Mutation",8
"GAL3ST4","Missense_Mutation",8
"GCC2","Missense_Mutation",8
"GCKR","Missense_Mutation",8
"GGA2","Missense_Mutation",8
"GJA3","Missense_Mutation",8
"GMPPB","Missense_Mutation",8
"GPIHBP1","Missense_Mutation",8
"GPN2","Missense_Mutation",8
"GPR108","Missense_Mutation",8
"GPR142","Missense_Mutation",8
"GPR153","Missense_Mutation",8
"GPR31","Missense_Mutation",8
"GPX8","Missense_Mutation",8
"GRIP1","Missense_Mutation",8
"GRIPAP1","Missense_Mutation",8
"GRP","Frame_Shift_Del",1
"GRP","Missense_Mutation",7
"GRSF1","Missense_Mutation",8
"GSTA5","Missense_Mutation",8
"GSX2","Missense_Mutation",8
"GUSB","Missense_Mutation",8
"GZMA","Missense_Mutation",8
"GZMM","Missense_Mutation",8
"HADH","Missense_Mutation",8
"HADHB","In_Frame_Ins",8
"HAT1","Missense_Mutation",8
"HCRTR2","Missense_Mutation",8
"HECTD2","Missense_Mutation",8
"HEXA","Missense_Mutation",8
"HEYL","Missense_Mutation",8
"HGD","Missense_Mutation",8
"HINT3","Missense_Mutation",8
"HIVEP2","Missense_Mutation",8
"HLA-DMB","Missense_Mutation",8
"HOMER3","Missense_Mutation",8
"HOXA1","Missense_Mutation",8
"HOXA7","Missense_Mutation",8
"HPD","Missense_Mutation",8
"HPSE","Missense_Mutation",8
"HS3ST4","Missense_Mutation",8
"HSBP1L1","Missense_Mutation",8
"HSD3B7","Missense_Mutation",8
"HSP90AA1","Missense_Mutation",8
"HTR2C","Missense_Mutation",8
"IER3","Missense_Mutation",8
"IFI35","Missense_Mutation",8
"IFITM1","Missense_Mutation",8
"IFT70B","Missense_Mutation",8
"IL13","Missense_Mutation",8
"IL17RD","Missense_Mutation",8
"IL19","Missense_Mutation",8
"INSL5","Missense_Mutation",8
"INSM2","Missense_Mutation",8
"INSR","Missense_Mutation",8
"INTS2","Missense_Mutation",8
"IQCH","Missense_Mutation",8
"IREB2","Missense_Mutation",8
"IRF2BP2","Missense_Mutation",8
"ISM2","Missense_Mutation",8
"ITGAV","Missense_Mutation",8
"ITLN1","Missense_Mutation",8
"ITLN2","Missense_Mutation",8
"KATNAL2","Missense_Mutation",7
"KATNAL2","Translation_Start_Site",1
"KCNC3","Missense_Mutation",8
"KCNJ5","Missense_Mutation",8
"KCNN3","In_Frame_Del",1
"KCNN3","In_Frame_Ins",7
"KICS2","Missense_Mutation",8
"KISS1R","Missense_Mutation",8
"KLF2","Missense_Mutation",8
"KLHL31","Missense_Mutation",8
"KLRC1","Missense_Mutation",8
"KLRD1","Missense_Mutation",8
"KLRK1","Missense_Mutation",8
"KPNA1","Missense_Mutation",8
"KRT38","Missense_Mutation",8
"LCP1","Missense_Mutation",8
"LDLRAD2","Missense_Mutation",8
"LDLRAP1","Missense_Mutation",8
"LENG1","Missense_Mutation",8
"LLGL1","Missense_Mutation",8
"LPCAT2","Missense_Mutation",8
"LRCH1","Missense_Mutation",8
"LRP3","Missense_Mutation",8
"LYPLAL1","Missense_Mutation",8
"MAF1","Missense_Mutation",8
"MAP1B","Missense_Mutation",8
"MBLAC2","Missense_Mutation",8
"MCM3AP","Missense_Mutation",8
"MCM4","Missense_Mutation",8
"MECR","Missense_Mutation",8
"MEIG1","Missense_Mutation",8
"METTL21A","Missense_Mutation",8
"METTL25B","Missense_Mutation",8
"MOB2","Missense_Mutation",8
"MOGAT2","Missense_Mutation",8
"MPP7","Missense_Mutation",8
"MROH1","Missense_Mutation",8
"MRPL39","Missense_Mutation",8
"MRPS21","Missense_Mutation",8
"MT1M","Missense_Mutation",8
"MTAP","Missense_Mutation",8
"MTG1","Missense_Mutation",8
"MTIF3","Missense_Mutation",8
"MUSTN1","Missense_Mutation",8
"MYCL","Missense_Mutation",8
"MZF1","Missense_Mutation",8
"MZT1","Missense_Mutation",8
"NARS2","Missense_Mutation",8
"NAXE","Missense_Mutation",8
"NCR1","Missense_Mutation",8
"NDUFV2","Missense_Mutation",8
"NEFM","Missense_Mutation",8
"NEPRO","Missense_Mutation",8
"NETO1","Missense_Mutation",8
"NGEF","Missense_Mutation",8
"NINJ1","Missense_Mutation",8
"NKX6-2","Missense_Mutation",8
"NOC2L","Missense_Mutation",8
"NOX4","Missense_Mutation",8
"NR3C2","Missense_Mutation",8
"NTNG2","Missense_Mutation",8
"NTSR2","Missense_Mutation",8
"NUDT11","Translation_Start_Site",8
"NYAP2","Missense_Mutation",8
"OR2T4","Frame_Shift_Del",8
"OR4C13","Missense_Mutation",8
"OR56B1","Missense_Mutation",8
"OR5A1","Missense_Mutation",7
"OR5A1","Nonsense_Mutation",1
"OR6C65","Missense_Mutation",8
"OR8A1","Missense_Mutation",8
"OTOP2","Missense_Mutation",8
"P2RY13","Missense_Mutation",8
"PAGE2","Missense_Mutation",8
"PANK2","Missense_Mutation",8
"PANX1","Missense_Mutation",8
"PAPPA","Missense_Mutation",8
"PDCD4","Missense_Mutation",8
"PDE5A","Missense_Mutation",8
"PDPN","Missense_Mutation",8
"PELO","Missense_Mutation",8
"PEX16","Missense_Mutation",8
"PHF1","Missense_Mutation",8
"PHF2","In_Frame_Ins",8
"PHLDA1","In_Frame_Del",8
"PHYHIPL","Missense_Mutation",8
"PIK3IP1","Missense_Mutation",8
"PIK3R3","Missense_Mutation",8
"PIM3","Missense_Mutation",8
"PLA2G4A","Missense_Mutation",8
"PLAU","Missense_Mutation",8
"PLEKHH3","Missense_Mutation",8
"PLIN1","Missense_Mutation",8
"PLSCR3","Missense_Mutation",8
"PNO1","Missense_Mutation",8
"POLR2E","Missense_Mutation",8
"POMGNT1","Missense_Mutation",8
"POU4F2","In_Frame_Ins",7
"POU4F2","Missense_Mutation",1
"PPFIBP1","Missense_Mutation",8
"PPFIBP2","Missense_Mutation",8
"PPP1R3G","Missense_Mutation",8
"PRB3","Missense_Mutation",8
"PRC1","Missense_Mutation",8
"PRDX5","Missense_Mutation",8
"PRICKLE4","In_Frame_Ins",8
"PRKCA","Missense_Mutation",8
"PRLHR","Missense_Mutation",8
"PRR18","Missense_Mutation",8
"PRSS35","Missense_Mutation",8
"PRSS57","Missense_Mutation",8
"PRUNE1P1","Splice_Site",8
"PSME2","Missense_Mutation",8
"PTGDR2","Missense_Mutation",8
"PTGR1","Missense_Mutation",8
"PTPN22","Missense_Mutation",8
"PTPN23","Missense_Mutation",8
"PWWP3A","Missense_Mutation",8
"PYDC2","Missense_Mutation",8
"RABL6","Missense_Mutation",8
"RAD18","Missense_Mutation",8
"RAI2","Missense_Mutation",8
"RB1CC1","Missense_Mutation",8
"RBFOX2","Missense_Mutation",8
"RCBTB1","Missense_Mutation",8
"RCOR2","Missense_Mutation",8
"RFNG","Missense_Mutation",8
"RGS16","Missense_Mutation",8
"RHBDF2","Missense_Mutation",8
"RIPOR3","Missense_Mutation",8
"RNF144A","Missense_Mutation",8
"RNF217","Missense_Mutation",8
"ROM1","Missense_Mutation",8
"RPF1","Missense_Mutation",8
"RTF2","Missense_Mutation",8
"RUNDC1","Missense_Mutation",8
"RXFP4","Missense_Mutation",8
"S100A7","Missense_Mutation",8
"SAA2","Missense_Mutation",8
"SAA4","Missense_Mutation",8
"SCN1A","Missense_Mutation",8
"SDC1","Missense_Mutation",8
"SDHAF1","Missense_Mutation",8
"SENP8","Missense_Mutation",8
"SERPINB13","Missense_Mutation",8
"SERTAD1","Missense_Mutation",8
"SGCG","Missense_Mutation",8
"SIGIRR","Missense_Mutation",8
"SIRPB2","Missense_Mutation",8
"SIRPD","Missense_Mutation",8
"SIRT6","Missense_Mutation",8
"SKIL","Missense_Mutation",8
"SLAMF9","Missense_Mutation",8
"SLC10A2","Missense_Mutation",8
"SLC17A9","Missense_Mutation",8
"SLC18A3","Missense_Mutation",8
"SLC25A52","Missense_Mutation",8
"SLC2A4RG","Missense_Mutation",8
"SLC34A2","Missense_Mutation",8
"SLC37A1","Missense_Mutation",8
"SLC39A11","Missense_Mutation",8
"SLC45A2","Missense_Mutation",8
"SLC4A1AP","Missense_Mutation",8
"SLC5A6","Missense_Mutation",8
"SLC6A7","Missense_Mutation",8
"SLC9A3","Missense_Mutation",8
"SLU7","Missense_Mutation",8
"SMYD3","Missense_Mutation",8
"SOBP","Missense_Mutation",8
"SOD3","Missense_Mutation",8
"SORD","Missense_Mutation",8
"SPATA45","Missense_Mutation",8
"SPATA46","Missense_Mutation",8
"SPECC1L","Missense_Mutation",8
"SPINK6","Missense_Mutation",8
"SPMIP8","Missense_Mutation",8
"SRP14","Missense_Mutation",8
"SSX5","Missense_Mutation",8
"STXBP4","Missense_Mutation",8
"SYNE4","Missense_Mutation",8
"SYT11","Missense_Mutation",8
"SYTL1","Missense_Mutation",8
"TARM1","Missense_Mutation",8
"TAS2R10","Missense_Mutation",8
"TBATA","Missense_Mutation",8
"TBCC","Missense_Mutation",8
"TBX18","Missense_Mutation",8
"TC2N","Missense_Mutation",8
"TCEAL6","Frame_Shift_Ins",8
"TCF15","Missense_Mutation",8
"TCIM","Missense_Mutation",8
"TCP11L2","Missense_Mutation",8
"THAP7","Missense_Mutation",8
"THEM4","Missense_Mutation",8
"THNSL2","Missense_Mutation",8
"TIGD4","Missense_Mutation",8
"TM2D3","Missense_Mutation",8
"TMCC1","Missense_Mutation",8
"TMEM135","Missense_Mutation",8
"TMEM158","Missense_Mutation",8
"TMEM182","Missense_Mutation",8
"TMEM201","Missense_Mutation",8
"TMEM217B","Missense_Mutation",8
"TMEM37","In_Frame_Ins",8
"TNFRSF17","Missense_Mutation",8
"TNFSF14","Missense_Mutation",8
"TOP1MT","Missense_Mutation",8
"TOR2A","Missense_Mutation",8
"TOR3A","Missense_Mutation",8
"TPD52L3","Missense_Mutation",8
"TPTE2","Missense_Mutation",8
"TRIM49B","Missense_Mutation",8
"TRNP1","Missense_Mutation",8
"TRNT1","Missense_Mutation",8
"TSHB","Missense_Mutation",8
"TSSC4","Missense_Mutation",8
"TTC24","Missense_Mutation",8
"TTC5","Missense_Mutation",8
"TTC9","Missense_Mutation",8
"TUBG2","Missense_Mutation",8
"UBXN8","Missense_Mutation",8
"ULK2","Missense_Mutation",8
"UNC13C","Missense_Mutation",8
"UPK1B","Missense_Mutation",8
"UPK3A","Missense_Mutation",8
"USE1","Missense_Mutation",8
"USP20","In_Frame_Del",8
"USP34","Missense_Mutation",8
"USP37","Missense_Mutation",8
"USP47","Missense_Mutation",8
"VGLL4","Missense_Mutation",8
"WDR91","Missense_Mutation",8
"WIPF1","Missense_Mutation",8
"WNT9B","Missense_Mutation",8
"ZDHHC12","Missense_Mutation",8
"ZGPAT","Missense_Mutation",8
"ZNF135","Missense_Mutation",8
"ZNF160","Missense_Mutation",8
"ZNF24","Missense_Mutation",8
"ZNF267","Missense_Mutation",8
"ZNF273","Missense_Mutation",8
"ZNF365","Missense_Mutation",8
"ZNF382","Missense_Mutation",8
"ZNF384","In_Frame_Del",8
"ZNF529","Missense_Mutation",8
"ZNF530","Missense_Mutation",8
"ZNF549","Missense_Mutation",8
"ZNF550","Missense_Mutation",8
"ZNF730","Missense_Mutation",8
"ZNF814","In_Frame_Ins",8
"ZNF852","Missense_Mutation",8
"ZSCAN2","Missense_Mutation",8
"ZSCAN20","Missense_Mutation",8
