"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples","MutationPercentage","MutationGroup"
"DZIP1L",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"EFCAB8",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"FN1",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"GEN1",1,0,0,0,26,0,0,0,0,27,8,8,100,"76-100%"
"GLIS1",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"ITPRID1",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"KRTAP10-5",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"OR4D6",1,0,0,0,26,0,0,0,0,27,8,8,100,"76-100%"
"PPP1R3A",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"RECQL4",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"RPSA2",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"RREB1",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"SH3RF2",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"SLC22A1",0,0,3,0,17,0,0,7,0,27,8,8,100,"76-100%"
"TAS1R2",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"TCHH",0,0,0,2,25,0,0,0,0,27,8,8,100,"76-100%"
"UBQLNL",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"ZNF214",0,0,0,0,27,0,0,0,0,27,8,8,100,"76-100%"
"ZNF283",0,0,5,0,22,0,0,0,0,27,8,8,100,"76-100%"
"ZNF543",0,0,0,0,26,1,0,0,0,27,8,8,100,"76-100%"
"ABCA1",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"AKNAD1",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"AMACR",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"CRYBG3",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"DMKN",0,2,0,4,20,0,0,0,0,26,8,8,100,"76-100%"
"EIF2AK3",0,0,8,0,18,0,0,0,0,26,8,8,100,"76-100%"
"ETAA1",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"FAM184B",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"GLTPD2",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"HAVCR1",0,0,8,5,13,0,0,0,0,26,8,8,100,"76-100%"
"HRC",0,0,6,8,12,0,0,0,0,26,8,8,100,"76-100%"
"KNDC1",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"LAMA1",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"MAP2K3",0,0,0,0,25,1,0,0,0,26,8,8,100,"76-100%"
"MROH6",0,5,0,0,21,0,0,0,0,26,8,8,100,"76-100%"
"OR2B11",5,0,0,0,21,0,0,0,0,26,8,8,100,"76-100%"
"OR2T12",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"PADI4",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"PZP",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"RTTN",0,0,0,8,18,0,0,0,0,26,8,8,100,"76-100%"
"SDR39U1",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"SLC15A5",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"SLC29A3",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"SLC6A5",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"SPEF2",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"TACC2",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"TUBA3E",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"USP36",0,0,7,0,19,0,0,0,0,26,8,8,100,"76-100%"
"VWA3B",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"ZNF224",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"ZNF761",0,0,0,0,26,0,0,0,0,26,8,8,100,"76-100%"
"ACIN1",0,0,1,5,19,0,0,0,0,25,8,8,100,"76-100%"
"APOL1",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"C11orf16",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"CACNA1H",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"CEP131",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"CNPPD1",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"COL5A3",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"FAM90A1",0,0,0,8,17,0,0,0,0,25,8,8,100,"76-100%"
"FMN2",0,0,10,0,15,0,0,0,0,25,8,8,100,"76-100%"
"FOXQ1",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"GRK4",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"KIAA1614",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"MRGPRX4",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"MTCL1",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"NLRC5",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"OR2G2",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"OR4C16",0,0,0,0,22,3,0,0,0,25,8,8,100,"76-100%"
"OR8S1",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"PARP10",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"PCDHB8",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"SHROOM3",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"SPMIP4",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"SRRM5",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"TOPAZ1",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"TPTE",0,0,2,0,22,1,0,0,0,25,8,8,100,"76-100%"
"TUBA4B",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"VSIG10L",0,8,0,0,17,0,0,0,0,25,8,8,100,"76-100%"
"XKR3",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"ZNF665",0,0,0,0,25,0,0,0,0,25,8,8,100,"76-100%"
"ACTN3",0,0,0,0,19,5,0,0,0,24,8,8,100,"76-100%"
"ADAMTS8",0,0,8,0,16,0,0,0,0,24,8,8,100,"76-100%"
"ANKRD35",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"ATP13A5",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"CDHR5",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"CEACAM20",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"EVC",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"FAM90A12",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"FAT4",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"FMO2",0,4,0,0,12,8,0,0,0,24,8,8,100,"76-100%"
"HEATR5A",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"INMT",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"KIF7",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"KRI1",0,0,1,0,23,0,0,0,0,24,8,8,100,"76-100%"
"LAIR1",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"LRIG1",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"MAP3K1",0,0,8,0,16,0,0,0,0,24,8,8,100,"76-100%"
"MEAK7",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"MYCBPAP",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"MYO15A",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"NLRP5",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"NMUR2",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"NOL9",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"NOM1",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"OR4L1",3,0,0,0,21,0,0,0,0,24,8,8,100,"76-100%"
"PCDHA10",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"PER3",0,0,3,0,21,0,0,0,0,24,8,8,100,"76-100%"
"RYR3",0,0,2,0,22,0,0,0,0,24,8,8,100,"76-100%"
"SRSF4",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"SYNM",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"ZFYVE16",0,0,0,0,24,0,0,0,0,24,8,8,100,"76-100%"
"ARHGEF26",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"CD109",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"CDH17",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"CGNL1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"CLCA1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"COL17A1",0,0,1,0,22,0,0,0,0,23,8,8,100,"76-100%"
"DNAAF8",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"EXPH5",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"FPR1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"HCAR3",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"HERC1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"IER5",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"KRT72",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"LATS2",0,0,0,5,18,0,0,0,0,23,8,8,100,"76-100%"
"MYLK",0,0,1,0,22,0,0,0,0,23,8,8,100,"76-100%"
"MYOM1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"OR1N2",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"OR2A1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"OR2T27",0,0,3,0,20,0,0,0,0,23,8,8,100,"76-100%"
"PCDHB7",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"PCDHB9",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"PLBD1",0,0,8,0,15,0,0,0,0,23,8,8,100,"76-100%"
"PRRC2C",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"PRX",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"RNF175",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"RP1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"SERPINA9",0,0,1,0,22,0,0,0,0,23,8,8,100,"76-100%"
"SIRPB1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"SLC15A2",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"TMPRSS11B",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"TNS1",0,0,0,1,22,0,0,0,0,23,8,8,100,"76-100%"
"TPCN2",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"TRPM1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"TTBK1",0,0,4,0,19,0,0,0,0,23,8,8,100,"76-100%"
"TTLL8",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"USP6",0,0,0,0,21,2,0,0,0,23,8,8,100,"76-100%"
"WNK1",0,0,0,0,23,0,0,0,0,23,8,8,100,"76-100%"
"ZNF772",0,0,0,7,16,0,0,0,0,23,8,8,100,"76-100%"
"ADAMTS16",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"AGXT2",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"ANKRD30B",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"ARHGEF37",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"CCDC178",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"CEP55",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"CFAP44",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"CLEC1B",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"CPZ",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"CR1L",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"DNAH9",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"DYNC2H1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"ERICH3",0,0,2,0,20,0,0,0,0,22,8,8,100,"76-100%"
"GOLGA8S",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"GPLD1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"GREB1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"GSE1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"HCLS1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"HTT",0,0,6,1,15,0,0,0,0,22,8,8,100,"76-100%"
"IFI16",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"IL7R",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"KIAA0319",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"LY75",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"MMP17",0,0,1,9,12,0,0,0,0,22,8,8,100,"76-100%"
"MYO9B",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"OR2A14",0,0,8,0,14,0,0,0,0,22,8,8,100,"76-100%"
"OR6Q1",6,0,0,0,16,0,0,0,0,22,8,8,100,"76-100%"
"OTOP3",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"PCM1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"PODXL",4,0,5,0,13,0,0,0,0,22,8,8,100,"76-100%"
"PTPRN2",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"PUS3",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"RIN3",0,0,8,0,14,0,0,0,0,22,8,8,100,"76-100%"
"RNF43",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"SH3TC1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"SLC14A2",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"SLC22A14",1,0,0,0,21,0,0,0,0,22,8,8,100,"76-100%"
"SLFN14",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"SPATA31A1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"SYT8",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"THAP9",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"TRDN",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"TTC21A",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"UGT2B28",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"WASH6P",0,0,0,3,19,0,0,0,0,22,8,8,100,"76-100%"
"ZNFX1",0,0,0,0,22,0,0,0,0,22,8,8,100,"76-100%"
"ABCA5",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"ABCB5",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"AKAP9",0,0,0,3,18,0,0,0,0,21,8,8,100,"76-100%"
"AKNA",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"BANK1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"BRCA2",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"C15orf39",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"CCDC88B",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"CELA2B",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"CFAP251",0,0,0,8,13,0,0,0,0,21,8,8,100,"76-100%"
"CFAP69",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"COL28A1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"DIDO1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"DNAI4",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"ECHDC3",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"ERCC5",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"EXOC3L4",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"FRMPD2",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"GPRC6A",0,2,0,2,16,1,0,0,0,21,8,8,100,"76-100%"
"IQGAP3",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"KCNJ18",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"KIF2B",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"LAMC1",0,0,0,0,20,0,0,1,0,21,8,8,100,"76-100%"
"MAN2B2",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"MCC",0,0,0,5,16,0,0,0,0,21,8,8,100,"76-100%"
"MUCL3",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"NCOR2",0,0,0,15,6,0,0,0,0,21,8,8,100,"76-100%"
"NES",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"NLRP6",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"NUP153",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"OR2T29",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"OR7C1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"OR8B4",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"OR8U1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"PCDHA3",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"PDILT",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"PFAS",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"PIWIL3",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"PM20D1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"REPIN1",0,0,2,0,19,0,0,0,0,21,8,8,100,"76-100%"
"RNF212",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"RRBP1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"SALL3",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"SMG6",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"SMYD4",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"STEAP2",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"SVIL",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"TEX48",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"TNR",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"TRHDE",0,0,0,5,16,0,0,0,0,21,8,8,100,"76-100%"
"TRIM42",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"WDR62",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"WFS1",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"ZFHX3",0,0,2,1,18,0,0,0,0,21,8,8,100,"76-100%"
"ZNF646",0,0,0,0,21,0,0,0,0,21,8,8,100,"76-100%"
"ADAM8",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ADAMTS14",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"AOC1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ASMTL",3,0,0,0,17,0,0,0,0,20,8,8,100,"76-100%"
"ATG2B",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"BRWD1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"CPEB2",0,0,0,5,15,0,0,0,0,20,8,8,100,"76-100%"
"CPN2",0,0,0,0,16,4,0,0,0,20,8,8,100,"76-100%"
"CYP1B1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"DNAH8",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"DUOX2",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"EFCAB6",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ELAPOR1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"FRMD4B",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"GALC",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"GDPGP1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"GSDMA",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"HKDC1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"HS3ST6",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ICE1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"IGHMBP2",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"KRT15",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"KRT27",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"KRTAP10-3",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"LRP4",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"MAGEC3",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"MMP20",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"NLRP14",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"NSUN7",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"OR11G2",0,8,0,0,12,0,0,0,0,20,8,8,100,"76-100%"
"OR2C3",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"OR5D14",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"OR6S1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"OR8H3",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"PGLYRP4",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"POTEC",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"PREX1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"RAET1L",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"SAA1",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"SLC2A9",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"SMR3A",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"SYCE1L",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"TAF3",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"TGM3",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"TNFRSF10A",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"TRIM51G",0,0,0,0,12,1,0,7,0,20,8,8,100,"76-100%"
"UBD",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"VCX",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"WDR72",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ZNF607",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ZSCAN5C",0,0,0,0,20,0,0,0,0,20,8,8,100,"76-100%"
"ADGRE3",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"ANKRD12",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"APOBR",0,0,5,0,14,0,0,0,0,19,8,8,100,"76-100%"
"ASPM",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"BRDT",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"BTBD8",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"CCDC154",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"CCDC183",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"CCDC33",0,0,7,0,12,0,0,0,0,19,8,8,100,"76-100%"
"COL12A1",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"COL24A1",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"CORIN",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"CSNKA2IP",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"DHRSX",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"DMD",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"ERCC6",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"FAM178B",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"FAM217A",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"FBRSL1",0,0,1,0,18,0,0,0,0,19,8,8,100,"76-100%"
"FGL1",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"FHOD3",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"FSCB",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"GANC",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"GARIN4",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"GC",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"GTPBP10",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"HACD1",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"HELQ",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"HNF1A",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"HYDIN",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"ITGAE",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"KRTAP10-11",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"LORICRIN",0,0,0,14,5,0,0,0,0,19,8,8,100,"76-100%"
"LOXHD1",0,0,1,0,17,0,0,0,1,19,8,8,100,"76-100%"
"LRRC37A",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"MAML3",0,0,16,0,3,0,0,0,0,19,8,8,100,"76-100%"
"MGAM",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"MMP27",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"MYOM2",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"NAT2",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"NCR2",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"OR5W2",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"PCDHB6",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
"PCSK9",0,0,0,1,18,0,0,0,0,19,8,8,100,"76-100%"
"PNPLA1",0,0,0,0,19,0,0,0,0,19,8,8,100,"76-100%"
